SR. No.,RollNo,Gender,Caste Category,PH,Ex-Serviceman,Sports,Widow,Obtain Marks
636,212001230,M,General(EWS),,,,,119.7388
637,212001232,M,ST,,,,,126.6616
638,212001234,F,ST,,,,,86.1504
639,212001235,M,SEBC,,,,,126.1488
640,212001237,M,SEBC,,,,,110.5084
641,212001239,M,ST,,,,,114.3544
642,212001242,M,ST,,,,,125.1232
643,212001245,M,General(EWS),,,,,86.1504
644,212001246,M,SC,,,,,156.6604
645,212001247,M,SEBC,,,,,130.2512
646,212001248,M,SEBC,,,,,137.9432
647,212001249,F,General,,,,,100.2524
648,212001250,M,SC,,,,,97.6884
649,212001252,F,ST,,,,,89.9964
650,212001253,F,General(EWS),,,,,125.3796
651,212001254,F,ST,,,,,104.6112
652,212001255,M,SC,,,,,104.8676
653,212001256,F,General(EWS),,,,,129.9948
654,212001257,M,SC,,,,,102.56
655,212001258,F,SEBC,,,,,84.3556
656,212001259,F,SEBC,,,,,105.6368
657,212001260,M,SEBC,,,,,112.5596
658,212001261,F,General(EWS),,,,,139.4816
659,212001262,F,SEBC,,,,,126.918
660,212001263,M,SC,,,,,134.8664
661,212001264,M,SEBC,,,,,137.9432
662,212001265,M,SEBC,,,,,129.7384
663,212001266,F,SC,,,,,124.0976
664,212001267,M,ST,,,,,126.4052
665,212001268,M,General(EWS),,,,,118.4568
666,212001269,F,SEBC,,,,,109.2264
667,212001271,M,SEBC,,,,,108.2008
668,212001272,M,SEBC,,,,,121.5336
669,212001273,M,SC,,,,,104.6112
670,212001275,F,General(EWS),,,,,88.458
671,212001276,M,SEBC,,,,,153.5836
672,212001277,M,SEBC,,,,,130.764
673,212001278,M,ST,,,,,81.2788
674,212001279,M,General(EWS),,,,,128.7128
675,212001280,M,General(EWS),,,,,147.1736
676,212001281,M,General(EWS),,,,,113.5852
677,212001282,M,SEBC,,,,,132.3024
678,212001283,F,ST,,,,,119.4824
679,212001284,M,General(EWS),,,,,134.61
680,212001285,F,SEBC,,,,,88.7144
681,212001287,M,SEBC,,,,,93.8424
682,212001288,M,ST,,,,,97.9448
683,212001289,M,General(EWS),,,,,129.482
684,212001290,M,General(EWS),,,,,117.944
685,212001293,M,General(EWS),,,,,120.508
686,212001294,M,SEBC,,,,,120.7644
687,212001295,M,ST,,,,,105.3804
688,212001296,M,SEBC,,,,,112.0468
689,212001298,F,SEBC,,,,,118.9696
690,212001300,M,SC,,,,,141.2764
691,212001301,M,General(EWS),,,,,95.1244
692,212001302,M,SEBC,,,,,141.5328
693,212001304,F,ST,,,,,94.0988
694,212001305,F,General,,,,,143.0712
695,212001307,M,SEBC,,,,,129.2256
696,212001308,M,ST,,,,,101.7908
697,212001310,M,General,,,,,134.61
698,212001311,M,SEBC,,,,,103.842
699,212001312,M,SEBC,,,,,104.3548
700,212001313,M,SC,,,,,128.9692
701,212001314,M,ST,,,,,93.8424
702,212001316,M,SEBC,,,,,123.072
703,212001318,F,SC,,,,,116.9184
704,212001319,M,ST,,,,,113.8416
705,212001320,M,SEBC,,,,,134.3536
706,212001324,M,General(EWS),,,,,117.4312
707,212001325,F,SC,,,,,88.2016
708,212001326,F,SEBC,,,,,83.5864
709,212001327,M,SC,,,,,99.7396
710,212001330,F,SEBC,,,,,82.048
711,212001331,M,SEBC,,,,,147.6864
712,212001334,F,General(EWS),,,,,85.894
713,212001335,F,ST,,,,,87.6888
714,212001340,M,SC,,,,,97.432
715,212001342,F,General(EWS),,,,,118.4568
716,212001344,F,SC,,,,,105.3804
717,212001345,M,SEBC,,,,,163.5832
718,212001346,M,ST,,,,,103.842
719,212001347,M,SEBC,,,,,118.7132
720,212001348,F,ST,,,,,101.7908
721,212001349,M,General(EWS),,,,,137.174
722,212001350,M,General,,,,,134.61
723,212001352,M,General(EWS),,,,,92.8168
724,212001353,F,General(EWS),,,,,94.3552
725,212001354,F,General,,,,,130.2512
726,212001355,M,SEBC,,,,,117.4312
727,212001358,F,General(EWS),,,,,118.4568
728,212001359,F,ST,,,,,85.1248
729,212001360,M,SC,,,,,106.9188
730,212001361,M,General(EWS),,,,,121.79
731,212001362,M,SEBC,,,,,142.0456
732,212001364,M,SEBC,,,,,138.1996
733,212001366,F,SEBC,,,,,119.4824
734,212001368,M,SC,,,,,120.7644
735,212001369,F,General(EWS),,,,,113.3288
736,212001370,M,SEBC,,,,,152.3016
737,212001371,M,General(EWS),,,,,109.7392
738,212001374,M,General(EWS),,,,,151.276
739,212001375,M,General,,,,,136.4048
740,212001376,M,General(EWS),,,,,128.9692
741,212001377,M,ST,,,,,100.2524
742,212001378,M,General(EWS),,,,,107.4316
743,212001379,M,General(EWS),,,,,119.7388
744,212001381,F,SEBC,,,,,107.9444
745,212001382,F,General,,,,,133.5844
746,212001383,M,General(EWS),,,,,138.456
747,212001384,M,SEBC,,,,,132.3024
748,212001385,F,SEBC,,,,,132.8152
749,212001386,M,SC,,,,,132.5588
750,212001388,F,SEBC,,,,,93.8424
751,212001389,M,General(EWS),,,,,146.148
752,212001392,M,General,,,YES,,117.6876
753,212001393,M,ST,,,,,106.6624
754,212001394,F,SEBC,,,,,119.226
755,212001395,M,ST,,,,,90.5092
756,212001396,M,SEBC,,,,,119.9952
757,212001397,M,SEBC,,,,,121.5336
758,212001398,M,SEBC,,,,,123.8412
759,212001401,M,General(EWS),,,,,110.252
760,212001402,M,SEBC,,,,,143.3276
761,212001403,F,SC,,,,,88.7144
762,212001404,M,ST,,,,,86.6632
763,212001405,M,SEBC,,,,,118.2004
764,212001406,M,SC,,,,,129.2256
765,212001407,F,General,,,,,89.4836
766,212001410,M,ST,,,,,112.816
767,212001411,M,General(EWS),,,,,146.148
768,212001412,F,SC,,,,,89.9964
769,212001413,M,SEBC,,,,,133.8408
770,212001416,F,SEBC,,,,,95.8936
771,212001417,F,SC,,,,,115.8928
772,212001419,M,SEBC,,,,,102.3036
773,212001420,F,SEBC,,,,,119.7388
774,212001421,M,SEBC,,,,,130.5076
775,212001422,M,SEBC,,,,,138.7124
776,212001423,F,SEBC,,,,,124.8668
777,212001425,M,SEBC,,,,,107.9444
778,212001426,M,ST,,,,,83.5864
779,212001427,F,SEBC,,,,,153.3272
780,212001428,M,SEBC,,,,,85.894
781,212001429,F,General,,,,,85.3812
782,212001430,M,SEBC,,,,,93.3296
783,212001432,M,General(EWS),,,,,156.404
784,212001433,F,General(EWS),,,,,87.6888
785,212001434,M,General(EWS),,,,,107.9444
786,212001436,F,SEBC,,,,,93.8424
787,212001437,M,SEBC,,,,,110.5084
788,212001438,F,SEBC,,,,,124.6104
789,212001440,M,SEBC,,,,,115.8928
790,212001441,F,SEBC,,,,,117.6876
791,212001442,F,General(EWS),,,,,129.2256
792,212001443,M,SEBC,,,,,119.226
793,212001444,M,SEBC,,,,,93.3296
794,212001445,M,SC,,,,,146.148
795,212001446,M,SEBC,,,,,119.226
796,212001447,M,ST,,,,,86.1504
797,212001448,F,ST,,,,,82.8172
798,212001450,M,SC,,,,,84.612
799,212001451,M,SC,,,,,101.5344
800,212001452,M,ST,,,,,89.2272
801,212001455,M,General(EWS),,,,,152.558
802,212001457,M,ST,,,,,81.0224
803,212001458,M,SC,,,,,119.226
804,212001459,M,SEBC,,,,,150.2504
805,212001460,F,SC,,,,,120.7644
806,212001461,M,General,,,,,131.0204
807,212001463,M,General(EWS),,,,,83.8428
808,212001464,F,SEBC,,,,,101.5344
809,212001468,M,SC,,,,,138.7124
810,212001469,F,General,,,,,81.7916
811,212001470,M,SEBC,,,,,134.8664
812,212001471,M,SC,,,,,125.1232
813,212001472,M,SEBC,,,,,86.9196
814,212001475,F,SEBC,,,,,96.4064
815,212001478,M,General(EWS),,,,,153.0708
816,212001480,M,SEBC,,,,,131.2768
817,212001481,F,ST,,,,,88.458
818,212001482,F,SEBC,,,,,99.4832
819,212001484,F,General(EWS),,,,,82.3044
820,212001486,M,SEBC,,,,,115.1236
821,212001487,M,General(EWS),,,,,96.9192
822,212001489,M,SEBC,,,,,93.0732
823,212001490,M,General(EWS),,,,,140.2508
824,212001491,M,ST,,,,,105.6368
825,212001494,M,General,,,,,111.7904
826,212001496,M,ST,,,,,95.6372
827,212001497,M,SEBC,,,,,124.8668
828,212001499,M,General,,,,,145.6352
829,212001500,F,General(EWS),,,,,109.9956
830,212001502,M,SEBC,,,,,81.5352
831,212001503,F,General(EWS),,,,,106.1496
832,212001504,F,SEBC,,,,,116.1492
833,212001506,M,ST,,,,,116.662
834,212001507,F,ST,,,,,104.6112
835,212001508,M,SC,,,,,126.918
836,212001509,M,SEBC,,,,,100.5088
837,212001510,M,General,,,,,137.4304
838,212001512,F,SEBC,,,,,131.5332
839,212001513,M,SEBC,,,,,103.5856
840,212001514,F,SC,,,,,108.2008
841,212001515,F,ST,,,,,100.2524
842,212001516,F,SEBC,,,,,118.9696
843,212001517,F,General(EWS),,,,,121.0208
844,212001518,M,SEBC,,,,,143.3276
845,212001519,F,SC,,,,,97.432
846,212001520,M,SEBC,,,,,149.7376
847,212001521,F,ST,,,,,87.4324
848,212001522,M,SEBC,,,YES,,109.7392
849,212001523,M,SEBC,,,,,118.7132
850,212001524,M,SEBC,,,,,135.892
851,212001526,F,SEBC,,,,,85.3812
852,212001527,M,ST,,,,,127.4308
853,212001528,F,SEBC,,,,,122.5592
854,212001529,M,ST,,,,,110.252
855,212001531,M,SEBC,,,,,151.7888
856,212001532,M,SEBC,,,,,115.6364
857,212001534,F,SEBC,,,,,107.1752
858,212001536,F,SEBC,,,,,105.124
859,212001537,M,General(EWS),,,,,112.3032
860,212001539,M,SEBC,,,,,120.7644
861,212001542,M,SEBC,,,,,123.8412
862,212001545,M,SEBC,,,,,101.278
863,212001546,F,SEBC,,,,,128.4564
864,212001547,M,General(EWS),,,,,113.5852
865,212001548,F,ST,,,,,87.6888
866,212001549,F,SEBC,,,,,117.4312
867,212001550,M,General(EWS),,,,,115.1236
868,212001551,M,SC,,,,,105.8932
869,212001553,M,ST,,,,,120.7644
870,212001555,M,SEBC,,,,,154.0964
871,212001556,M,SEBC,,,,,97.9448
872,212001557,M,SEBC,,,,,129.482
873,212001560,M,ST,,,,,112.816
874,212001561,M,SEBC,,,,,119.4824
875,212001562,M,SEBC,,,YES,,89.2272
876,212001563,F,ST,,,,,103.5856
877,212001564,M,SC,,,,,146.9172
878,212001565,M,SEBC,,,,,144.0968
879,212001566,M,SC,,,,,126.4052
880,212001567,M,SEBC,,,,,92.0476
881,212001569,M,General(EWS),,,,,112.816
882,212001570,M,General(EWS),,,,,86.6632
883,212001571,M,ST,,,,,102.8164
884,212001575,M,General(EWS),,,,,117.944
885,212001576,M,ST,,,,,92.0476
886,212001579,F,SEBC,,,,,87.9452
887,212001580,M,ST,,,,,122.3028
888,212001582,F,SC,,,,,108.7136
889,212001584,F,SEBC,,,,,106.6624
890,212001585,M,ST,,,,,102.3036
891,212001586,F,SEBC,,,,,116.662
892,212001587,M,SEBC,,,,,134.3536
893,212001588,M,ST,,,,,92.304
894,212001589,M,SEBC,,,,,134.3536
895,212001590,M,SC,,,,,96.9192
896,212001591,M,SEBC,,,,,124.6104
897,212001593,M,General(EWS),,,,,153.0708
898,212001595,F,SC,,,,,108.2008
899,212001596,M,SEBC,,,,,109.7392
900,212001597,F,ST,,,,,87.4324
901,212001598,M,ST,,,,,107.688
902,212001600,F,SEBC,,,,,118.2004
903,212001601,M,SC,,,,,127.9436
904,212001602,F,General(EWS),,,,,100.5088
905,212001604,F,General,,,,,117.944
906,212001605,M,SEBC,,,,,118.7132
907,212001606,M,SEBC,,,,,143.0712
908,212001608,M,SEBC,,,,,148.1992
909,212001609,F,ST,,,,,89.4836
910,212001610,M,SC,,,,,115.1236
911,212001612,M,General(EWS),,,,,135.892
912,212001613,F,SEBC,,,,,94.6116
913,212001614,M,SC,,,,,108.4572
914,212001615,M,SEBC,,,,,145.6352
915,212001616,M,SC,,,,,100.7652
916,212001617,M,SC,,,,,152.8144
917,212001618,M,SEBC,,,,,140.5072
918,212001620,M,General(EWS),,,,,106.1496
919,212001622,M,ST,,,,,82.048
920,212001623,M,SEBC,,,,,123.072
921,212001624,F,ST,,,,,81.0224
922,212001625,M,SEBC,,,,,115.1236
923,212001628,M,General(EWS),,,,,127.1744
924,212001629,M,ST,,,,,94.0988
925,212001630,M,SEBC,,,,,118.9696
926,212001631,M,SEBC,,,,,90.5092
927,212001634,F,SEBC,,,,,81.0224
928,212001635,M,SC,,,,,115.8928
929,212001636,M,ST,,,YES,,80.5096
930,212001638,F,ST,,,,,104.8676
931,212001639,F,SC,,,,,88.9708
932,212001640,M,SEBC,,,,,83.8428
933,212001642,F,SEBC,,,,,121.0208
934,212001643,M,SEBC,,,,,113.3288
935,212001645,M,SEBC,,,,,150.5068
936,212001646,F,SEBC,,,,,124.8668
937,212001647,F,SEBC,,,,,105.124
938,212001648,M,SEBC,,,,,103.5856
939,212001650,M,General(EWS),,,,,104.8676
940,212001651,F,SC,,,,,125.636
941,212001652,M,SEBC,,,,,140.2508
942,212001653,M,General(EWS),,,,,108.4572
943,212001656,F,SEBC,,,,,105.6368
944,212001658,M,SC,,,,,124.354
945,212001659,M,SEBC,,,,,118.9696
946,212001660,F,SC,,,,,111.534
947,212001662,M,SEBC,,,,,163.3268
948,212001663,M,SEBC,,,,,129.2256
949,212001664,F,SEBC,,,,,124.6104
950,212001665,M,SEBC,,,,,115.8928
951,212001666,F,SEBC,,,,,141.2764
952,212001671,M,SC,,,,,138.7124
953,212001672,M,General(EWS),,,,,144.0968
954,212001673,M,General(EWS),,,,,143.3276
955,212001676,M,General(EWS),,,,,124.354
956,212001677,M,SC,,,,,113.5852
957,212001680,M,General(EWS),,,,,147.1736
958,212001683,M,SEBC,,,,,135.3792
959,212001685,F,SEBC,,,,,93.586
960,212001686,M,SEBC,,,,,135.3792
961,212001687,F,SEBC,,,,,121.0208
962,212001688,F,SC,,,,,85.1248
963,212001690,M,SC,,,,,143.584
964,212001691,F,SEBC,,,YES,,109.4828
965,212001692,M,SC,,,,,129.7384
966,212001696,M,ST,,,,,83.33
967,212001697,M,SEBC,,,,,122.0464
968,212001698,M,General(EWS),,,,,131.0204
969,212001699,F,SEBC,,,,,120.2516
970,212001700,M,SEBC,,,,,103.3292
971,212001705,M,SC,,,,,134.3536
972,212001706,M,SEBC,,,,,141.5328
973,212001707,F,SEBC,,,,,100.7652
974,212001709,F,SEBC,,,,,82.3044
975,212001712,F,SEBC,,,,,83.33
976,212001718,M,SEBC,,,,,145.6352
977,212001719,M,ST,,,,,86.9196
978,212001720,M,SC,,,,,112.816
979,212001721,F,General(EWS),,,,,126.4052
980,212001722,F,General(EWS),,,,,84.612
981,212001723,M,SEBC,,,,,117.944
982,212001724,M,SEBC,,,,,103.5856
983,212001725,M,SC,,,,,86.1504
984,212001726,F,General(EWS),,,,,87.9452
985,212001728,M,ST,,,,,111.534
986,212001730,F,ST,,,,,86.6632
987,212001731,M,SEBC,,,,,124.8668
988,212001732,M,SEBC,,,,,85.3812
989,212001733,M,SEBC,,Yes,,,103.5856
990,212001734,F,General(EWS),,,,,126.4052
991,212001735,M,General(EWS),,,,,154.8656
992,212001736,M,SC,,,,,150.5068
993,212001738,F,ST,,,,,80.5096
994,212001739,M,General(EWS),,,,,84.8684
995,212001740,F,SEBC,,,,,92.5604
996,212001741,M,SEBC,,,,,111.534
997,212001742,F,General(EWS),,,,,115.6364
998,212001744,F,SEBC,,,,,113.5852
999,212001745,M,SEBC,,,,,116.9184
1000,212001747,F,SC,,,,,115.1236
1001,212001748,M,ST,,,,,88.7144
1002,212001749,M,SC,,,,,88.458
1003,212001750,M,General,,,,,151.7888
1004,212001751,M,SC,,,,,113.8416
1005,212001753,M,General(EWS),,,,,136.9176
1006,212001754,F,SEBC,,,,,134.8664
1007,212001757,F,SEBC,,,,,95.8936
1008,212001759,M,ST,,,,,121.5336
1009,212001760,F,SEBC,,,,,106.1496
1010,212001761,M,ST,,,,,83.5864
1011,212001764,F,ST,,,,,117.4312
1012,212001766,F,General,,,,,88.7144
1013,212001770,M,General(EWS),,,,,145.1224
1014,212001771,M,General(EWS),,,,,101.0216
1015,212001772,M,SEBC,,,,,141.5328
1016,212001774,F,SEBC,,,,,136.9176
1017,212001775,M,General(EWS),,,,,122.3028
1018,212001776,M,General(EWS),,Yes,,,82.3044
1019,212001779,M,SEBC,,,,,114.3544
1020,212001780,M,SEBC,,,,,144.866
1021,212001781,M,ST,,,,,109.9956
1022,212001782,M,General(EWS),,,,,101.7908
1023,212001784,F,SEBC,,,,,119.7388
1024,212001785,M,ST,,,,,99.7396
1025,212001786,M,General,,,,,139.9944
1026,212001787,M,SEBC,,,,,116.9184
1027,212001788,M,ST,,,YES,,89.9964
1028,212001790,M,SC,,,,,112.816
1029,212001791,F,General,,,,,93.0732
1030,212001793,F,SEBC,,,,,112.816
1031,212001795,F,SEBC,,,,,133.0716
1032,212001797,M,General(EWS),,,,,157.9424
1033,212001798,M,SEBC,,,,,129.482
1034,212001799,M,SC,,,,,128.9692
1035,212001801,M,SEBC,,,,,142.8148
1036,212001802,M,SC,,,,,96.6628
1037,212001803,M,SEBC,,,,,117.4312
1038,212001804,F,SC,,,,,127.6872
1039,212001805,M,SEBC,,,,,125.636
1040,212001806,M,SEBC,,,,,115.6364
1041,212001807,M,General(EWS),,,,,139.2252
1042,212001808,M,ST,,,,,107.4316
1043,212001809,M,General(EWS),,,,,133.0716
1044,212001810,F,General(EWS),,,,,118.2004
1045,212001811,M,SEBC,,,,,93.586
1046,212001814,F,SEBC,,,,,139.9944
1047,212001815,M,SC,,,,,108.97
1048,212001817,M,ST,,,,,97.432
1049,212001819,M,ST,,,,,96.4064
1050,212001821,F,SEBC,,,,,115.38
1051,212001822,M,SEBC,,,,,99.4832
1052,212001823,M,ST,,,,,84.612
1053,212001824,M,SEBC,,,,,108.4572
1054,212001825,M,General(EWS),,,,,123.8412
1055,212001826,F,SC,,,,,105.6368
1056,212001827,M,SEBC,,,,,140.7636
1057,212001828,M,ST,,,,,90.5092
1058,212001829,M,General,,,,,127.4308
1059,212001830,M,SEBC,,,,,131.0204
1060,212001831,M,General(EWS),,,,,115.8928
1061,212001832,M,General(EWS),,,,,124.6104
1062,212001833,M,SEBC,,,,,111.2776
1063,212001834,F,SEBC,,,,,135.3792
1064,212001836,F,ST,,,,,103.0728
1065,212001839,M,General(EWS),,,,,126.918
1066,212001840,M,General(EWS),,,,,126.918
1067,212001841,F,SEBC,,,,,115.38
1068,212001842,M,SC,,,,,95.1244
1069,212001845,M,SC,,,,,89.74
1070,212001848,M,SEBC,,,,,88.7144
1071,212001852,F,General,,,,,101.5344
1072,212001854,F,SC,,,,,95.8936
1073,212001856,F,ST,,,,,118.4568
1074,212001857,F,General,,,,,115.1236
1075,212001859,M,General(EWS),,,,,143.584
1076,212001860,M,ST,,,,,95.3808
1077,212001861,F,General(EWS),,,,,124.354
1078,212001862,F,SC,,,,,89.74
1079,212001863,M,SEBC,,,,,147.1736
1080,212001866,M,ST,,,,,115.6364
1081,212001867,F,SC,,,,,86.9196
1082,212001868,M,SEBC,,,,,126.6616
1083,212001869,M,SEBC,,,,,132.046
1084,212001870,F,SEBC,,,,,93.586
1085,212001871,F,SEBC,,,,,105.8932
1086,212001872,F,SEBC,,,,,86.9196
1087,212001875,M,SEBC,,,,,89.4836
1088,212001876,F,SEBC,,,,,100.5088
1089,212001877,F,SEBC,,,,,125.3796
1090,212001878,F,General,,,,,95.8936
1091,212001881,M,SEBC,,,,,149.994
1092,212001884,M,SC,,,,,93.3296
1093,212001889,F,ST,,,,,86.1504
1094,212001890,M,General,,,,,123.072
1095,212001891,M,General,,,,,142.0456
1096,212001892,M,SC,,,,,90.5092
1097,212001894,M,SC,,,YES,,100.2524
1098,212001895,M,SEBC,,,,,93.8424
1099,212001896,F,SC,,,,,89.4836
1100,212001898,M,SEBC,,,,,134.61
1101,212001899,F,General(EWS),,,,,81.7916
1102,212001902,M,SC,,,,,98.9704
1103,212001903,M,SEBC,,,,,119.226
1104,212001906,M,General(EWS),,,,,152.558
1105,212001907,M,ST,,,,,112.816
1106,212001908,F,SEBC,,,,,129.7384
1107,212001909,F,General(EWS),,,,,107.1752
1108,212001910,M,SEBC,,,,,91.5348
1109,212001911,F,SEBC,,,,,118.2004
1110,212001912,M,General(EWS),,,,,112.816
1111,212001913,M,General,,,,,123.8412
1112,212001914,M,SEBC,,,,,144.3532
1113,212001918,M,SEBC,,,,,86.6632
1114,212001919,M,SEBC,,,,,143.584
1115,212001924,M,SC,,,,,142.0456
1116,212001925,M,SEBC,,,,,125.8924
1117,212001926,M,General,,,,,134.8664
1118,212001927,F,SEBC,,,,,114.098
1119,212001930,M,SEBC,,,,,104.6112
1120,212001931,F,SC,,,,,108.4572
1121,212001932,F,SC,,,,,84.8684
1122,212001933,F,SEBC,,,,,116.1492
1123,212001934,M,SEBC,,,,,131.5332
1124,212001937,F,SEBC,,,,,87.9452
1125,212001939,F,General(EWS),,,,,150.5068
1126,212001940,M,ST,,,,,119.226
1127,212001941,F,SC,,,,,92.8168
1128,212001942,M,SEBC,,,,,125.1232
1129,212001944,M,SEBC,,,,,100.2524
1130,212001946,M,SEBC,,,,,134.3536
1131,212001947,F,SEBC,,,,,92.8168
1132,212001948,M,ST,,,,,99.7396
1133,212001951,M,SEBC,,,,,91.5348
1134,212001952,F,SEBC,,,,,107.9444
1135,212001954,M,SEBC,,,,,94.0988
1136,212001957,M,ST,,,,,102.56
1137,212001960,M,SEBC,,,,,125.1232
1138,212001961,M,SEBC,,,,,108.2008
1139,212001962,M,SEBC,,,,,106.6624
1140,212001963,M,SEBC,,,,,141.02
1141,212001964,M,SC,,,,,141.2764
1142,212001967,M,SEBC,,,,,139.738
1143,212001968,M,ST,,,,,96.9192
1144,212001969,F,SEBC,,,,,97.6884
1145,212001970,M,General(EWS),,,,,94.0988
1146,212001971,M,ST,,,,,104.8676
1147,212001972,F,General(EWS),,,,,118.7132
1148,212001974,M,General(EWS),,,,,105.3804
1149,212001977,F,General(EWS),,,,,116.4056
1150,212001978,M,General,,,,,127.9436
1151,212001979,M,SEBC,,,,,117.6876
1152,212001980,F,SEBC,,,,,99.996
1153,212001982,M,General,,,,,95.6372
1154,212001983,M,SEBC,,,,,124.354
1155,212001984,M,ST,,,,,83.8428
1156,212001985,F,SC,,,,,92.304
1157,212001986,F,SEBC,,,,,108.7136
1158,212001987,M,SEBC,,,,,155.6348
1159,212001988,F,ST,,,,,111.0212
1160,212001990,M,SEBC,,,,,121.0208
1161,212001991,M,SC,,,,,89.4836
1162,212001992,F,ST,,,,,85.3812
1163,212001994,M,SEBC,,,,,134.3536
1164,212001995,M,SC,,,,,135.1228
1165,212001996,M,SEBC,,,,,106.406
1166,212001997,F,ST,,,,,97.1756
1167,212001998,F,General(EWS),,,,,111.7904
1168,212001999,F,SEBC,,,,,97.6884
1169,212002001,F,SC,,,,,82.8172
1170,212002002,M,General(EWS),,,,,140.5072
1171,212002004,F,SEBC,,,,,114.3544
1172,212002005,M,SEBC,,,,,128.7128
1173,212002006,M,SEBC,,,,,115.1236
1174,212002008,M,ST,,,,,96.9192
1175,212002009,M,SEBC,,,,,121.2772
1176,212002010,M,General(EWS),,,,,97.9448
1177,212002012,M,SEBC,,,,,80.766
1178,212002013,M,SC,,,,,139.4816
1179,212002014,M,SEBC,,,,,130.5076
1180,212002015,F,SEBC,,,,,129.9948
1181,212002016,F,SEBC,,,,,100.2524
1182,212002017,M,SEBC,,,,,105.6368
1183,212002018,M,SEBC,,,,,131.7896
1184,212002019,F,SEBC,,,,,86.1504
1185,212002021,M,ST,,,,,91.022
1186,212002023,M,SC,,,,,119.7388
1187,212002024,F,SC,,,,,105.8932
1188,212002025,F,SC,,,,,113.3288
1189,212002026,M,SC,,,,,127.1744
1190,212002028,M,SEBC,,,,,132.5588
1191,212002031,M,ST,,,,,112.3032
1192,212002033,M,SEBC,,,,,130.5076
1193,212002037,M,ST,,,YES,,98.4576
1194,212002038,M,SC,,,,,122.3028
1195,212002039,F,General(EWS),,,,,106.1496
1196,212002040,F,SEBC,,,,,113.5852
1197,212002041,F,SEBC,,,,,102.8164
1198,212002042,M,SEBC,,,,,122.3028
1199,212002043,M,General,,,,,117.944
1200,212002044,M,SEBC,,,,,142.5584
1201,212002045,F,General(EWS),,,,,119.9952
1202,212002046,M,ST,,,,,95.1244
1203,212002047,M,SEBC,,,,,142.0456
1204,212002048,F,SEBC,,,,,99.7396
1205,212002051,M,SEBC,,,,,126.6616
1206,212002052,M,SEBC,,,,,95.8936
1207,212002053,M,SEBC,,,,,109.4828
1208,212002054,M,General,,,,,102.56
1209,212002056,M,SEBC,,,,,141.7892
1210,212002058,M,SEBC,,,,,125.8924
1211,212002059,M,General(EWS),,,,,80.766
1212,212002060,F,SEBC,,,,,90.7656
1213,212002062,M,SEBC,,,,,93.3296
1214,212002064,M,SEBC,,,,,117.6876
1215,212002065,M,General(EWS),,,YES,,128.9692
1216,212002068,M,General(EWS),,,,,122.5592
1217,212002070,M,General(EWS),,,,,127.9436
1218,212002071,F,SEBC,,,,,126.6616
1219,212002072,F,SC,,,,,118.2004
1220,212002074,M,SEBC,,,,,144.3532
1221,212002075,M,General,,,YES,,126.918
1222,212002076,F,SEBC,,,,,88.2016
1223,212002077,M,SC,,,,,89.2272
1224,212002078,F,SC,,,,,116.662
1225,212002080,M,SEBC,,,,,147.43
1226,212002081,F,General(EWS),,,,,96.15
1227,212002082,M,General(EWS),,,,,136.1484
1228,212002084,F,ST,,,,,81.0224
1229,212002085,M,General(EWS),,,,,128.4564
1230,212002086,F,SC,,,,,97.1756
1231,212002087,M,SC,,,,,128.4564
1232,212002088,F,SEBC,,,,,101.278
1233,212002089,M,ST,,,,,98.714
1234,212002093,M,General(EWS),,,,,91.2784
1235,212002095,M,SEBC,,,,,125.1232
1236,212002097,F,SC,,,,,87.4324
1237,212002101,M,SEBC,,,,,97.1756
1238,212002103,M,General(EWS),,,,,105.6368
1239,212002104,M,General(EWS),,,,,128.9692
1240,212002106,F,ST,,,,,81.5352
1241,212002107,M,General(EWS),,,,,127.6872
1242,212002108,M,SC,,,,,108.2008
1243,212002109,M,SC,,,,,117.1748
1244,212002110,F,General(EWS),,,,,114.6108
1245,212002112,M,General(EWS),,,,,138.9688
1246,212002114,F,SEBC,,,,,128.2
1247,212002116,M,ST,,,,,95.8936
1248,212002118,F,SC,,,,,85.1248
1249,212002119,M,SEBC,,,,,127.9436
1250,212002120,F,SEBC,,,,,109.9956
1251,212002121,F,SC,,,,,132.8152
1252,212002122,F,General(EWS),,,,,143.3276
1253,212002124,F,SEBC,,,,,104.6112
1254,212002125,F,SEBC,,,,,113.3288
1255,212002130,M,SEBC,,,,,102.8164
1256,212002131,M,SEBC,,,,,106.9188
1257,212002132,F,SEBC,,,,,126.6616
1258,212002133,M,SEBC,,,,,133.0716
1259,212002134,M,SEBC,,,,,119.4824
1260,212002136,M,SEBC,,,,,117.4312
1261,212002137,M,ST,,,,,123.072
1262,212002139,M,SEBC,,,,,93.586
1263,212002140,F,SEBC,,,,,93.3296
1264,212002141,F,SEBC,,,,,114.098
1265,212002142,M,SEBC,,,,,149.2248
1266,212002143,F,General(EWS),,,,,99.996
1267,212002145,M,General(EWS),,,,,130.764
1268,212002147,M,ST,,,,,109.2264
1269,212002149,F,ST,,,,,93.0732
1270,212002150,M,SEBC,,,,,94.0988
1271,212002151,M,ST,,,,,93.3296
1272,212002153,F,General(EWS),,,,,86.1504
1273,212002154,F,SEBC,,,,,98.714
